2022-02-11 15:12:54.012[1644581574012] | INFO  | restartedMain | com.aus.AusApplication               - Starting AusApplication using Java 18-ea on limpet with PID 45396 (/home/tony/Desktop/aus-master/target/classes started by tony in /home/tony/Desktop/aus-master)
2022-02-11 15:12:54.708[1644581574708] | INFO  | restartedMain | o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 23 ms. Found 7 JPA repository interfaces.
2022-02-11 15:12:55.182[1644581575182] | INFO  | restartedMain | o.s.b.w.e.tomcat.TomcatWebServer     - Tomcat initialized with port(s): 8087 (http)
2022-02-11 15:12:55.187[1644581575187] | INFO  | restartedMain | o.a.coyote.http11.Http11NioProtocol  - Initializing ProtocolHandler ["http-nio-8087"]
2022-02-11 15:12:55.188[1644581575188] | INFO  | restartedMain | o.a.catalina.core.StandardService    - Starting service [Tomcat]
2022-02-11 15:12:55.188[1644581575188] | INFO  | restartedMain | o.a.catalina.core.StandardEngine     - Starting Servlet engine: [Apache Tomcat/9.0.56]
2022-02-11 15:12:55.248[1644581575248] | INFO  | restartedMain | o.a.c.c.C.[Tomcat].[localhost].[/]   - Initializing Spring embedded WebApplicationContext
2022-02-11 15:12:55.248[1644581575248] | INFO  | restartedMain | o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1178 ms
2022-02-11 15:12:55.360[1644581575360] | INFO  | restartedMain | o.h.jpa.internal.util.LogHelper      - HHH000204: Processing PersistenceUnitInfo [name: default]
2022-02-11 15:12:55.382[1644581575382] | INFO  | restartedMain | org.hibernate.Version                - HHH000412: Hibernate ORM core version 5.6.3.Final
2022-02-11 15:12:55.456[1644581575456] | INFO  | restartedMain | o.h.annotations.common.Version       - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-02-11 15:12:55.469[1644581575469] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65c5b6a1
2022-02-11 15:12:55.469[1644581575469] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@65c5b6a1
2022-02-11 15:12:55.469[1644581575469] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@65c5b6a1
2022-02-11 15:12:55.469[1644581575469] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@7f3df43a
2022-02-11 15:12:55.470[1644581575470] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@13c41630
2022-02-11 15:12:55.470[1644581575470] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@1aaf7f6d
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2a37e6c4
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2a37e6c4
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2a37e6c4
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@1997cb6b
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@1997cb6b
2022-02-11 15:12:55.471[1644581575471] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@1997cb6b
2022-02-11 15:12:55.472[1644581575472] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@3c06462b
2022-02-11 15:12:55.472[1644581575472] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@3c06462b
2022-02-11 15:12:55.472[1644581575472] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@3c06462b
2022-02-11 15:12:55.473[1644581575473] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@5b814a7a
2022-02-11 15:12:55.473[1644581575473] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@5b814a7a
2022-02-11 15:12:55.473[1644581575473] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@5b814a7a
2022-02-11 15:12:55.474[1644581575474] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4a52715f
2022-02-11 15:12:55.474[1644581575474] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4a52715f
2022-02-11 15:12:55.474[1644581575474] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@4a52715f
2022-02-11 15:12:55.475[1644581575475] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7ff74dd1
2022-02-11 15:12:55.475[1644581575475] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7ff74dd1
2022-02-11 15:12:55.475[1644581575475] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@7ff74dd1
2022-02-11 15:12:55.476[1644581575476] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4a40d7f3
2022-02-11 15:12:55.476[1644581575476] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4a40d7f3
2022-02-11 15:12:55.476[1644581575476] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@4a40d7f3
2022-02-11 15:12:55.476[1644581575476] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@58845701
2022-02-11 15:12:55.477[1644581575477] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@58845701
2022-02-11 15:12:55.477[1644581575477] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@5a1f0f6b
2022-02-11 15:12:55.477[1644581575477] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@5a1f0f6b
2022-02-11 15:12:55.478[1644581575478] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@3f464464
2022-02-11 15:12:55.478[1644581575478] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@3f464464
2022-02-11 15:12:55.478[1644581575478] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@452c006e
2022-02-11 15:12:55.478[1644581575478] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@65e15856
2022-02-11 15:12:55.479[1644581575479] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@56a56110
2022-02-11 15:12:55.479[1644581575479] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@56a56110
2022-02-11 15:12:55.479[1644581575479] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@413cc730
2022-02-11 15:12:55.479[1644581575479] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@413cc730
2022-02-11 15:12:55.480[1644581575480] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@1f5cac15
2022-02-11 15:12:55.480[1644581575480] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@1f5cac15
2022-02-11 15:12:55.481[1644581575481] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@62ff2e5c
2022-02-11 15:12:55.481[1644581575481] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@62ff2e5c
2022-02-11 15:12:55.481[1644581575481] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@10d5f621
2022-02-11 15:12:55.481[1644581575481] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@10d5f621
2022-02-11 15:12:55.482[1644581575482] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@505bc667
2022-02-11 15:12:55.482[1644581575482] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@505bc667
2022-02-11 15:12:55.482[1644581575482] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@28d13aec
2022-02-11 15:12:55.482[1644581575482] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@28d13aec
2022-02-11 15:12:55.483[1644581575483] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1820e010
2022-02-11 15:12:55.483[1644581575483] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1820e010
2022-02-11 15:12:55.484[1644581575484] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3b51493
2022-02-11 15:12:55.484[1644581575484] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3b51493
2022-02-11 15:12:55.485[1644581575485] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@6bddd699
2022-02-11 15:12:55.485[1644581575485] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@6bddd699
2022-02-11 15:12:55.486[1644581575486] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@3f19ceca
2022-02-11 15:12:55.486[1644581575486] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@3f19ceca
2022-02-11 15:12:55.486[1644581575486] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@3b4dd2cd
2022-02-11 15:12:55.487[1644581575487] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3b4dd2cd
2022-02-11 15:12:55.487[1644581575487] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3b4dd2cd
2022-02-11 15:12:55.487[1644581575487] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@2995ed3d
2022-02-11 15:12:55.488[1644581575488] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@353cb164
2022-02-11 15:12:55.488[1644581575488] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@353cb164
2022-02-11 15:12:55.488[1644581575488] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@353cb164
2022-02-11 15:12:55.489[1644581575489] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@174f6a0b
2022-02-11 15:12:55.489[1644581575489] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@465651c2
2022-02-11 15:12:55.490[1644581575490] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@5d95c120
2022-02-11 15:12:55.490[1644581575490] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@5d95c120
2022-02-11 15:12:55.490[1644581575490] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@28173a4a
2022-02-11 15:12:55.490[1644581575490] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@28173a4a
2022-02-11 15:12:55.491[1644581575491] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@6ae56e5f
2022-02-11 15:12:55.491[1644581575491] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@6ae56e5f
2022-02-11 15:12:55.491[1644581575491] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@606ff8c5
2022-02-11 15:12:55.492[1644581575492] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@606ff8c5
2022-02-11 15:12:55.493[1644581575493] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@706ea269
2022-02-11 15:12:55.493[1644581575493] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@706ea269
2022-02-11 15:12:55.493[1644581575493] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@3b7ba5df
2022-02-11 15:12:55.494[1644581575494] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@7076c270
2022-02-11 15:12:55.494[1644581575494] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@7076c270
2022-02-11 15:12:55.494[1644581575494] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@7076c270
2022-02-11 15:12:55.494[1644581575494] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@1982ed3
2022-02-11 15:12:55.494[1644581575494] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@1982ed3
2022-02-11 15:12:55.495[1644581575495] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@1982ed3
2022-02-11 15:12:55.495[1644581575495] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@9e57f4e
2022-02-11 15:12:55.495[1644581575495] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@a93ee03
2022-02-11 15:12:55.496[1644581575496] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@7271c085
2022-02-11 15:12:55.496[1644581575496] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@7271c085
2022-02-11 15:12:55.496[1644581575496] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@7271c085
2022-02-11 15:12:55.496[1644581575496] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@763900e7
2022-02-11 15:12:55.497[1644581575497] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@763900e7
2022-02-11 15:12:55.497[1644581575497] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@763900e7
2022-02-11 15:12:55.497[1644581575497] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@4e1f3a0e
2022-02-11 15:12:55.497[1644581575497] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@6121b4c3
2022-02-11 15:12:55.498[1644581575498] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@656cfc6e
2022-02-11 15:12:55.498[1644581575498] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@656cfc6e
2022-02-11 15:12:55.498[1644581575498] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@1bd086f
2022-02-11 15:12:55.499[1644581575499] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@31325f2c
2022-02-11 15:12:55.499[1644581575499] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@31325f2c
2022-02-11 15:12:55.500[1644581575500] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@50b7a6ef
2022-02-11 15:12:55.500[1644581575500] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@50b7a6ef
2022-02-11 15:12:55.500[1644581575500] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@4ce7b7be
2022-02-11 15:12:55.500[1644581575500] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@54b508ba
2022-02-11 15:12:55.501[1644581575501] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@542fc9b5
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@336a7723
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@336a7723
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@20295b7a
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@3272e259
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@23a734dd
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@34d3144b
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@5e4b7b20
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@7b0e2a9a
2022-02-11 15:12:55.503[1644581575503] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@6115e8fa
2022-02-11 15:12:55.504[1644581575504] | DEBUG | restartedMain | org.hibernate.type.BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@4d48c9df
2022-02-11 15:12:55.521[1644581575521] | INFO  | restartedMain | com.zaxxer.hikari.HikariDataSource   - HikariPool-1 - Starting...
2022-02-11 15:12:55.588[1644581575588] | INFO  | restartedMain | com.zaxxer.hikari.HikariDataSource   - HikariPool-1 - Start completed.
2022-02-11 15:12:55.594[1644581575594] | INFO  | restartedMain | org.hibernate.dialect.Dialect        - HHH000400: Using dialect: org.hibernate.dialect.MySQL5InnoDBDialect
2022-02-11 15:12:55.609[1644581575609] | DEBUG | restartedMain | o.h.type.spi.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@215ef70] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@400c9a3]
2022-02-11 15:12:55.757[1644581575757] | DEBUG | restartedMain | o.h.type.spi.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@215ef70] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@59579621]
2022-02-11 15:12:56.006[1644581576006] | INFO  | restartedMain | o.h.e.t.j.p.i.JtaPlatformInitiator   - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-02-11 15:12:56.011[1644581576011] | TRACE | restartedMain | o.h.type.spi.TypeConfiguration$Scope - Handling #sessionFactoryCreated from [org.hibernate.internal.SessionFactoryImpl@59579621] for TypeConfiguration
2022-02-11 15:12:56.012[1644581576012] | INFO  | restartedMain | o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-02-11 15:12:56.240[1644581576240] | WARN  | restartedMain | o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-02-11 15:12:56.460[1644581576460] | INFO  | restartedMain | o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
